"date","ni","day"
2020-05-21,2351,"Thu"
2020-05-22,2384,"Fri"
2020-05-23,0,NA
2020-05-24,0,NA
2020-05-25,0,NA
2020-05-26,4363,"Tue"
2020-05-27,4087,"Wed"
2020-05-28,3019,"Thu"
2020-05-29,2876,"Fri"
2020-05-30,2604,"Sat"
2020-05-31,1,"Sun"
2020-06-01,2184,"Mon"
2020-06-02,2924,"Tue"
2020-06-03,3438,"Wed"
2020-06-04,2734,"Thu"
2020-06-05,3201,"Fri"
2020-06-06,0,NA
2020-06-07,0,NA
2020-06-08,4706,"Mon"
2020-06-09,4139,"Tue"
2020-06-10,2660,"Wed"
2020-06-11,3707,"Thu"
2020-06-12,3224,"Fri"
2020-06-13,2426,"Sat"
2020-06-14,0,NA
2020-06-15,3295,"Mon"
2020-06-16,2755,"Tue"
2020-06-17,2846,"Wed"
2020-06-18,2833,"Thu"
2020-06-19,3404,"Fri"
2020-06-20,2858,"Sat"
2020-06-21,0,NA
2020-06-22,3510,"Mon"
2020-06-23,2791,"Tue"
2020-06-24,2845,"Wed"
2020-06-25,2635,"Thu"
2020-06-26,2269,"Fri"
2020-06-27,0,NA
2020-06-28,0,NA
2020-06-29,4197,"Mon"
2020-06-30,4075,"Tue"
2020-07-01,3682,"Wed"
2020-07-02,3357,"Thu"
2020-07-03,2690,"Fri"
2020-07-04,1490,"Sat"
2020-07-05,1659,"Sun"
2020-07-06,3552,"Mon"
2020-07-07,2867,"Tue"
2020-07-08,3099,"Wed"
2020-07-09,2848,"Thu"
2020-07-10,3126,"Fri"
2020-07-11,0,NA
2020-07-12,0,NA
2020-07-13,3922,"Mon"
2020-07-14,3760,"Tue"
2020-07-15,3634,"Wed"
2020-07-16,2781,"Thu"
2020-07-17,2708,"Fri"
2020-07-18,0,NA
2020-07-19,2334,"Sun"
2020-07-20,2957,"Mon"
2020-07-21,2999,"Tue"
2020-07-22,2783,"Wed"
2020-07-23,3208,"Thu"
2020-07-24,2870,"Fri"
2020-07-25,1,"Sat"
2020-07-26,0,NA
2020-07-27,4246,"Mon"
2020-07-28,3677,"Tue"
2020-07-29,3766,"Wed"
2020-07-30,3205,"Thu"
2020-07-31,2486,"Fri"
2020-08-01,505,"Sat"
2020-08-02,2052,"Sun"
2020-08-03,2434,"Mon"
2020-08-04,3031,"Tue"
2020-08-05,3340,"Wed"
2020-08-06,2819,"Thu"
2020-08-07,2537,"Fri"
2020-08-08,0,NA
2020-08-09,1,"Sun"
2020-08-10,3404,"Mon"
2020-08-11,3144,"Tue"
2020-08-12,2821,"Wed"
2020-08-13,2896,"Thu"
2020-08-14,2769,"Fri"
2020-08-15,3,"Sat"
2020-08-16,1646,"Sun"
2020-08-17,3226,"Mon"
2020-08-18,3246,"Tue"
2020-08-19,3125,"Wed"
2020-08-20,2832,"Thu"
2020-08-21,2939,"Fri"
2020-08-22,0,NA
2020-08-23,0,NA
2020-08-24,3770,"Mon"
2020-08-25,3203,"Tue"
2020-08-26,2913,"Wed"
2020-08-27,2866,"Thu"
2020-08-28,2661,"Fri"
2020-08-29,31,"Sat"
2020-08-30,0,NA
2020-08-31,3453,"Mon"
2020-09-01,2815,"Tue"
2020-09-02,2826,"Wed"
2020-09-03,3160,"Thu"
2020-09-04,3044,"Fri"
2020-09-05,0,NA
2020-09-06,0,NA
2020-09-07,3854,"Mon"
2020-09-08,3316,"Tue"
2020-09-09,3305,"Wed"
2020-09-10,2798,"Thu"
2020-09-11,2212,"Fri"
2020-09-12,308,"Sat"
2020-09-13,2903,"Sun"
2020-09-14,2035,"Mon"
2020-09-15,2707,"Tue"
2020-09-16,3051,"Wed"
2020-09-17,2931,"Thu"
2020-09-18,3538,"Fri"
2020-09-19,0,NA
2020-09-20,1,"Sun"
2020-09-21,4408,"Mon"
2020-09-22,3074,"Tue"
2020-09-23,3242,"Wed"
2020-09-24,3195,"Thu"
2020-09-25,3589,"Fri"
2020-09-26,0,NA
2020-09-27,0,NA
2020-09-28,4237,"Mon"
2020-09-29,2868,"Tue"
2020-09-30,3266,"Wed"
2020-10-01,3796,"Thu"
2020-10-02,3959,"Fri"
2020-10-03,1270,"Sat"
2020-10-04,1774,"Sun"
2020-10-05,3478,"Mon"
2020-10-06,3200,"Tue"
2020-10-07,3143,"Wed"
2020-10-08,2917,"Thu"
2020-10-09,2843,"Fri"
2020-10-10,0,NA
2020-10-11,0,NA
2020-10-12,3580,"Mon"
2020-10-13,3582,"Tue"
2020-10-14,3650,"Wed"
2020-10-15,3463,"Thu"
2020-10-16,2731,"Fri"
2020-10-17,0,NA
2020-10-18,0,NA
2020-10-19,3476,"Mon"
2020-10-20,2629,"Tue"
2020-10-21,3016,"Wed"
2020-10-22,3170,"Thu"
2020-10-23,3189,"Fri"
2020-10-24,1,"Sat"
2020-10-25,0,NA
2020-10-26,3494,"Mon"
2020-10-27,3685,"Tue"
2020-10-28,3021,"Wed"
2020-10-29,3041,"Thu"
2020-10-30,2828,"Fri"
2020-10-31,1,"Sat"
2020-11-01,19,"Sun"
2020-11-02,4332,"Mon"
2020-11-03,3120,"Tue"
2020-11-04,3555,"Wed"
2020-11-05,3036,"Thu"
2020-11-06,2495,"Fri"
2020-11-07,1,"Sat"
2020-11-08,0,NA
2020-11-09,3477,"Mon"
2020-11-10,2958,"Tue"
2020-11-11,3529,"Wed"
2020-11-12,2851,"Thu"
2020-11-13,3364,"Fri"
2020-11-14,0,NA
2020-11-15,3833,"Sun"
2020-11-16,2760,"Mon"
2020-11-17,2737,"Tue"
2020-11-18,3013,"Wed"
2020-11-19,3142,"Thu"
2020-11-20,3091,"Fri"
2020-11-21,0,NA
2020-11-22,0,NA
2020-11-23,3222,"Mon"
2020-11-24,3089,"Tue"
2020-11-25,2591,"Wed"
2020-11-26,2614,"Thu"
2020-11-27,2984,"Fri"
2020-11-28,6,"Sat"
2020-11-29,0,NA
2020-11-30,3303,"Mon"
2020-12-01,3295,"Tue"
2020-12-02,3249,"Wed"
2020-12-03,2660,"Thu"
2020-12-04,2655,"Fri"
2020-12-05,0,NA
2020-12-06,3006,"Sun"
2020-12-07,2739,"Mon"
2020-12-08,2455,"Tue"
2020-12-09,3179,"Wed"
2020-12-10,2122,"Thu"
2020-12-11,2555,"Fri"
2020-12-12,0,NA
2020-12-13,0,NA
2020-12-14,2984,"Mon"
2020-12-15,2462,"Tue"
2020-12-16,2728,"Wed"
2020-12-17,2811,"Thu"
2020-12-18,2577,"Fri"
2020-12-19,276,"Sat"
2020-12-20,0,NA
2020-12-21,3024,"Mon"
2020-12-22,2333,"Tue"
2020-12-23,2353,"Wed"
2020-12-24,1606,"Thu"
2020-12-25,0,NA
2020-12-26,0,NA
2020-12-27,0,NA
2020-12-28,0,NA
2020-12-29,2662,"Tue"
2020-12-30,3274,"Wed"
2020-12-31,2418,"Thu"
2021-01-01,29,"Fri"
2021-01-02,113,"Sat"
2021-01-03,0,NA
2021-01-04,3818,"Mon"
2021-01-05,3434,"Tue"
2021-01-06,3728,"Wed"
2021-01-07,2433,"Thu"
2021-01-08,2921,"Fri"
2021-01-09,0,NA
2021-01-10,0,NA
2021-01-11,3728,"Mon"
2021-01-12,3089,"Tue"
2021-01-13,3224,"Wed"
2021-01-14,2881,"Thu"
2021-01-15,2744,"Fri"
2021-01-16,0,NA
2021-01-17,1,"Sun"
2021-01-18,4486,"Mon"
2021-01-19,3126,"Tue"
2021-01-20,3468,"Wed"
2021-01-21,2865,"Thu"
2021-01-22,2297,"Fri"
2021-01-23,0,NA
2021-01-24,54,"Sun"
2021-01-25,4467,"Mon"
2021-01-26,3089,"Tue"
2021-01-27,3369,"Wed"
2021-01-28,2738,"Thu"
2021-01-29,2736,"Fri"
2021-01-30,104,"Sat"
2021-01-31,0,NA
2021-02-01,3743,"Mon"
2021-02-02,3294,"Tue"
2021-02-03,3443,"Wed"
2021-02-04,2974,"Thu"
2021-02-05,2785,"Fri"
2021-02-06,98,"Sat"
2021-02-07,0,NA
2021-02-08,4071,"Mon"
2021-02-09,3796,"Tue"
2021-02-10,3691,"Wed"
2021-02-11,3407,"Thu"
2021-02-12,2172,"Fri"
2021-02-13,0,NA
2021-02-14,0,NA
2021-02-15,2993,"Mon"
2021-02-16,3635,"Tue"
2021-02-17,3326,"Wed"
2021-02-18,3222,"Thu"
2021-02-19,3047,"Fri"
2021-02-20,0,NA
2021-02-21,0,NA
2021-02-22,3279,"Mon"
2021-02-23,3088,"Tue"
2021-02-24,4028,"Wed"
2021-02-25,4031,"Thu"
2021-02-26,3006,"Fri"
2021-02-27,2962,"Sat"
2021-02-28,0,NA
2021-03-01,3523,"Mon"
2021-03-02,3571,"Tue"
2021-03-03,3284,"Wed"
2021-03-04,2908,"Thu"
2021-03-05,3292,"Fri"
2021-03-06,0,NA
2021-03-07,0,NA
2021-03-08,3824,"Mon"
2021-03-09,2918,"Tue"
2021-03-10,2907,"Wed"
2021-03-11,3516,"Thu"
2021-03-12,3668,"Fri"
2021-03-13,54,"Sat"
2021-03-14,0,NA
2021-03-15,4327,"Mon"
2021-03-16,3434,"Tue"
2021-03-17,2560,"Wed"
2021-03-18,2721,"Thu"
2021-03-19,3177,"Fri"
2021-03-20,0,NA
2021-03-21,1896,"Sun"
2021-03-22,3531,"Mon"
2021-03-23,2775,"Tue"
2021-03-24,3261,"Wed"
2021-03-25,2600,"Thu"
2021-03-26,3278,"Fri"
2021-03-27,0,NA
2021-03-28,2066,"Sun"
2021-03-29,4160,"Mon"
2021-03-30,2985,"Tue"
2021-03-31,3118,"Wed"
