"date","ni","day"
2020-12-20,0,NA
2020-12-21,2948,"Mon"
2020-12-22,2293,"Tue"
2020-12-23,2306,"Wed"
2020-12-24,1559,"Thu"
2020-12-25,0,NA
2020-12-26,0,NA
2020-12-27,0,NA
2020-12-28,0,NA
2020-12-29,2561,"Tue"
2020-12-30,3181,"Wed"
2020-12-31,2360,"Thu"
2021-01-01,63,"Fri"
2021-01-02,110,"Sat"
2021-01-03,0,NA
2021-01-04,3727,"Mon"
2021-01-05,3336,"Tue"
2021-01-06,3644,"Wed"
2021-01-07,2367,"Thu"
2021-01-08,2850,"Fri"
2021-01-09,0,NA
2021-01-10,0,NA
2021-01-11,3629,"Mon"
2021-01-12,3018,"Tue"
2021-01-13,3156,"Wed"
2021-01-14,2814,"Thu"
2021-01-15,2670,"Fri"
2021-01-16,0,NA
2021-01-17,1,"Sun"
2021-01-18,4370,"Mon"
2021-01-19,3058,"Tue"
2021-01-20,3404,"Wed"
2021-01-21,2796,"Thu"
2021-01-22,2251,"Fri"
2021-01-23,0,NA
2021-01-24,53,"Sun"
2021-01-25,4354,"Mon"
2021-01-26,3017,"Tue"
2021-01-27,3301,"Wed"
2021-01-28,2680,"Thu"
2021-01-29,2689,"Fri"
2021-01-30,104,"Sat"
2021-01-31,0,NA
2021-02-01,3656,"Mon"
2021-02-02,3244,"Tue"
2021-02-03,3378,"Wed"
2021-02-04,2922,"Thu"
2021-02-05,2739,"Fri"
2021-02-06,98,"Sat"
2021-02-07,0,NA
2021-02-08,3987,"Mon"
2021-02-09,3723,"Tue"
2021-02-10,3631,"Wed"
2021-02-11,3350,"Thu"
2021-02-12,2138,"Fri"
2021-02-13,0,NA
2021-02-14,0,NA
2021-02-15,2925,"Mon"
2021-02-16,3571,"Tue"
2021-02-17,3280,"Wed"
2021-02-18,3174,"Thu"
2021-02-19,2982,"Fri"
2021-02-20,0,NA
2021-02-21,0,NA
2021-02-22,3216,"Mon"
2021-02-23,3023,"Tue"
2021-02-24,3942,"Wed"
2021-02-25,3985,"Thu"
2021-02-26,2957,"Fri"
2021-02-27,2916,"Sat"
2021-02-28,0,NA
2021-03-01,3464,"Mon"
2021-03-02,3514,"Tue"
2021-03-03,3254,"Wed"
2021-03-04,2872,"Thu"
2021-03-05,3254,"Fri"
2021-03-06,0,NA
2021-03-07,0,NA
2021-03-08,3786,"Mon"
2021-03-09,2892,"Tue"
2021-03-10,2883,"Wed"
2021-03-11,3473,"Thu"
2021-03-12,3644,"Fri"
2021-03-13,54,"Sat"
2021-03-14,1,"Sun"
2021-03-15,4282,"Mon"
2021-03-16,3391,"Tue"
2021-03-17,2541,"Wed"
2021-03-18,2703,"Thu"
2021-03-19,3153,"Fri"
2021-03-20,2,"Sat"
2021-03-21,1872,"Sun"
2021-03-22,3503,"Mon"
2021-03-23,2745,"Tue"
2021-03-24,3234,"Wed"
2021-03-25,2583,"Thu"
2021-03-26,3269,"Fri"
2021-03-27,0,NA
2021-03-28,2038,"Sun"
2021-03-29,4117,"Mon"
2021-03-30,2961,"Tue"
2021-03-31,3109,"Wed"
2021-04-01,3140,"Thu"
2021-04-02,0,NA
2021-04-03,3246,"Sat"
2021-04-04,0,NA
2021-04-05,1,"Mon"
2021-04-06,3538,"Tue"
2021-04-07,3625,"Wed"
2021-04-08,4093,"Thu"
2021-04-09,3522,"Fri"
2021-04-10,0,NA
2021-04-11,0,NA
2021-04-12,3225,"Mon"
2021-04-13,2630,"Tue"
2021-04-14,3604,"Wed"
2021-04-15,3431,"Thu"
2021-04-16,3092,"Fri"
2021-04-17,0,NA
2021-04-18,0,NA
2021-04-19,4016,"Mon"
2021-04-20,2468,"Tue"
2021-04-21,2796,"Wed"
2021-04-22,2538,"Thu"
2021-04-23,2720,"Fri"
2021-04-24,0,NA
2021-04-25,0,NA
2021-04-26,3658,"Mon"
2021-04-27,3464,"Tue"
2021-04-28,3196,"Wed"
2021-04-29,2980,"Thu"
2021-04-30,2479,"Fri"
2021-05-01,12,"Sat"
2021-05-02,0,NA
2021-05-03,2301,"Mon"
2021-05-04,3818,"Tue"
2021-05-05,2881,"Wed"
2021-05-06,2490,"Thu"
2021-05-07,2483,"Fri"
2021-05-08,0,NA
2021-05-09,0,NA
2021-05-10,3051,"Mon"
2021-05-11,3875,"Tue"
2021-05-12,2999,"Wed"
2021-05-13,3215,"Thu"
2021-05-14,4445,"Fri"
2021-05-15,305,"Sat"
2021-05-16,1953,"Sun"
2021-05-17,3240,"Mon"
2021-05-18,2646,"Tue"
2021-05-19,2381,"Wed"
2021-05-20,2977,"Thu"
2021-05-21,2377,"Fri"
2021-05-22,0,NA
2021-05-23,0,NA
2021-05-24,3418,"Mon"
2021-05-25,2668,"Tue"
2021-05-26,3083,"Wed"
2021-05-27,2888,"Thu"
2021-05-28,2751,"Fri"
2021-05-29,0,NA
2021-05-30,0,NA
2021-05-31,1560,"Mon"
2021-06-01,3353,"Tue"
2021-06-02,2581,"Wed"
2021-06-03,2513,"Thu"
2021-06-04,2357,"Fri"
2021-06-05,0,NA
2021-06-06,0,NA
2021-06-07,3762,"Mon"
2021-06-08,2859,"Tue"
2021-06-09,2496,"Wed"
2021-06-10,2879,"Thu"
2021-06-11,2211,"Fri"
2021-06-12,0,NA
2021-06-13,0,NA
2021-06-14,3003,"Mon"
2021-06-15,3034,"Tue"
2021-06-16,2468,"Wed"
2021-06-17,2632,"Thu"
2021-06-18,2787,"Fri"
2021-06-19,230,"Sat"
2021-06-20,272,"Sun"
2021-06-21,3467,"Mon"
2021-06-22,2364,"Tue"
2021-06-23,2239,"Wed"
2021-06-24,2354,"Thu"
2021-06-25,2738,"Fri"
2021-06-26,219,"Sat"
2021-06-27,270,"Sun"
2021-06-28,2912,"Mon"
2021-06-29,2631,"Tue"
2021-06-30,2526,"Wed"
2021-07-01,2932,"Thu"
2021-07-02,2041,"Fri"
2021-07-03,393,"Sat"
2021-07-04,405,"Sun"
2021-07-05,3345,"Mon"
2021-07-06,2507,"Tue"
2021-07-07,2363,"Wed"
2021-07-08,2571,"Thu"
2021-07-09,2877,"Fri"
2021-07-10,65,"Sat"
2021-07-11,0,NA
2021-07-12,2316,"Mon"
2021-07-13,2583,"Tue"
2021-07-14,2216,"Wed"
2021-07-15,2861,"Thu"
2021-07-16,2255,"Fri"
2021-07-17,199,"Sat"
2021-07-18,229,"Sun"
2021-07-19,3030,"Mon"
2021-07-20,2507,"Tue"
2021-07-21,2076,"Wed"
2021-07-22,2740,"Thu"
2021-07-23,2694,"Fri"
2021-07-24,271,"Sat"
2021-07-25,261,"Sun"
2021-07-26,2553,"Mon"
2021-07-27,2627,"Tue"
2021-07-28,2581,"Wed"
2021-07-29,2606,"Thu"
2021-07-30,2538,"Fri"
2021-07-31,281,"Sat"
2021-08-01,324,"Sun"
2021-08-02,2647,"Mon"
2021-08-03,1616,"Tue"
2021-08-04,2980,"Wed"
2021-08-05,2718,"Thu"
2021-08-06,2854,"Fri"
2021-08-07,282,"Sat"
2021-08-08,312,"Sun"
2021-08-09,3109,"Mon"
2021-08-10,2115,"Tue"
2021-08-11,2426,"Wed"
2021-08-12,2786,"Thu"
2021-08-13,2443,"Fri"
2021-08-14,208,"Sat"
2021-08-15,256,"Sun"
2021-08-16,2783,"Mon"
2021-08-17,2584,"Tue"
2021-08-18,2475,"Wed"
2021-08-19,2168,"Thu"
2021-08-20,2075,"Fri"
2021-08-21,0,NA
2021-08-22,0,NA
2021-08-23,3455,"Mon"
2021-08-24,3153,"Tue"
2021-08-25,2856,"Wed"
2021-08-26,2396,"Thu"
2021-08-27,2227,"Fri"
2021-08-28,212,"Sat"
2021-08-29,230,"Sun"
2021-08-30,1722,"Mon"
2021-08-31,2853,"Tue"
2021-09-01,2988,"Wed"
2021-09-02,2281,"Thu"
2021-09-03,2350,"Fri"
2021-09-04,246,"Sat"
2021-09-05,307,"Sun"
2021-09-06,2980,"Mon"
2021-09-07,2687,"Tue"
2021-09-08,2889,"Wed"
2021-09-09,2241,"Thu"
2021-09-10,2955,"Fri"
2021-09-11,294,"Sat"
2021-09-12,276,"Sun"
2021-09-13,2773,"Mon"
2021-09-14,3424,"Tue"
2021-09-15,2890,"Wed"
2021-09-16,2885,"Thu"
2021-09-17,2498,"Fri"
2021-09-18,253,"Sat"
2021-09-19,301,"Sun"
2021-09-20,2614,"Mon"
2021-09-21,3104,"Tue"
2021-09-22,2619,"Wed"
2021-09-23,2640,"Thu"
2021-09-24,2701,"Fri"
2021-09-25,259,"Sat"
2021-09-26,294,"Sun"
2021-09-27,2825,"Mon"
2021-09-28,3190,"Tue"
2021-09-29,2850,"Wed"
2021-09-30,3364,"Thu"
2021-10-01,1,"Fri"
