"month","Class","n","Class.name"
Apr 2020,4623,4,"Wholesale of live animals"
Apr 2020,4631,50,"Wholesale of fruit and vegetables"
Apr 2020,4632,32,"Wholesale of meat and meat products"
Apr 2020,4633,6,"Wholesale of dairy products, eggs and edible oils and fats"
Apr 2020,4634,80,"Wholesale of beverages"
Apr 2020,4635,7,"Wholesale of tobacco products"
Apr 2020,4636,9,"Wholesale of sugar and chocolate and sugar confectionery"
Apr 2020,4637,31,"Wholesale of coffee, tea, cocoa and spices"
Apr 2020,4638,15,"Wholesale of other food, including fish, crustaceans and molluscs"
Apr 2020,4639,41,"Non-specialised wholesale of food, beverages and tobacco"
Apr 2020,4641,23,"Wholesale of textiles"
Apr 2020,4642,196,"Wholesale of clothing and footwear"
Apr 2020,4643,24,"Wholesale of electrical household appliances"
Apr 2020,4644,7,"Wholesale of china and glassware and cleaning materials"
Apr 2020,4645,75,"Wholesale of perfume and cosmetics"
Apr 2020,4646,93,"Wholesale of pharmaceutical goods"
Apr 2020,4647,25,"Wholesale of furniture, carpets and lighting equipment"
Apr 2020,4648,15,"Wholesale of watches and jewellery"
Apr 2020,4649,57,"Wholesale of other household goods"
Apr 2020,4651,52,"Wholesale of computers, computer peripheral equipment and software"
Apr 2020,4652,32,"Wholesale of electronic and telecommunications equipment and parts"
Apr 2020,4661,9,"Wholesale of agricultural machinery, equipment and supplies"
Apr 2020,4662,7,"Wholesale of machine tools"
Apr 2020,4663,4,"Wholesale of mining, construction and civil engineering machinery"
Apr 2020,4665,10,"Wholesale of office furniture"
Apr 2020,4666,1,"Wholesale of other office machinery and equipment"
Apr 2020,4669,15,"Wholesale of other machinery and equipment"
Apr 2020,4671,8,"Wholesale of solid, liquid and gaseous fuels and related products"
Apr 2020,4672,7,"Wholesale of metals and metal ores"
Apr 2020,4673,32,"Wholesale of wood, construction materials and sanitary equipment"
Apr 2020,4674,17,"Wholesale of hardware, plumbing and heating equipment and supplies"
Apr 2020,4675,13,"Wholesale of chemical products"
Apr 2020,4676,43,"Wholesale of other intermediate products"
Apr 2020,4677,12,"Wholesale of waste and scrap"
Apr 2020,4690,621,"Non-specialised wholesale trade"
Apr 2020,4711,179,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Apr 2020,4719,362,"Other retail sale in non-specialised stores"
Apr 2020,4721,28,"Retail sale of fruit and vegetables in specialised stores"
Apr 2020,4722,23,"Retail sale of meat and meat products in specialised stores"
Apr 2020,4723,10,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Apr 2020,4724,38,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Apr 2020,4725,36,"Retail sale of beverages in specialised stores"
Apr 2020,4726,14,"Retail sale of tobacco products in specialised stores"
Apr 2020,4729,75,"Other retail sale of food in specialised stores"
Apr 2020,4730,13,"Retail sale of automotive fuel in specialised stores"
Apr 2020,4741,53,"Retail sale of computers, peripheral units and software in specialised stores"
Apr 2020,4742,51,"Retail sale of telecommunications equipment in specialised stores"
Apr 2020,4743,13,"Retail sale of audio and video equipment in specialised stores"
Apr 2020,4751,26,"Retail sale of textiles in specialised stores"
Apr 2020,4752,10,"Retail sale of hardware, paints and glass in specialised stores"
Apr 2020,4753,18,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Apr 2020,4754,21,"Retail sale of electrical household appliances in specialised stores"
Apr 2020,4759,83,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Apr 2020,4761,10,"Retail sale of books in specialised stores"
Apr 2020,4762,11,"Retail sale of newspapers and stationery in specialised stores"
Apr 2020,4763,15,"Retail sale of music and video recordings in specialised stores"
Apr 2020,4764,116,"Retail sale of sporting equipment in specialised stores"
Apr 2020,4765,49,"Retail sale of games and toys in specialised stores"
Apr 2020,4771,378,"Retail sale of clothing in specialised stores"
Apr 2020,4772,16,"Retail sale of footwear and leather goods in specialised stores"
Apr 2020,4773,30,"Dispensing chemist in specialised stores"
Apr 2020,4774,90,"Retail sale of medical and orthopaedic goods in specialised stores"
Apr 2020,4775,126,"Retail sale of cosmetic and toilet articles in specialised stores"
Apr 2020,4776,73,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Apr 2020,4777,53,"Retail sale of watches and jewellery in specialised stores"
Apr 2020,4778,117,"Other retail sale of new goods in specialised stores"
Apr 2020,4779,34,"Retail sale of second-hand goods in stores"
Apr 2020,4781,21,"Retail sale via stalls and markets of food, beverages and tobacco products"
Apr 2020,4782,39,"Retail sale via stalls and markets of textiles, clothing and footwear"
Apr 2020,4789,39,"Retail sale via stalls and markets of other goods"
Apr 2020,4791,2068,"Retail sale via mail order houses or via Internet"
Apr 2020,4799,403,"Other retail sale not in stores, stalls or markets"
May 2020,4511,598,"Sale of cars and light motor vehicles"
May 2020,4519,84,"Sale of other motor vehicles"
May 2020,4520,463,"Maintenance and repair of motor vehicles"
May 2020,4531,58,"Wholesale trade of motor vehicle parts and accessories"
May 2020,4532,132,"Retail trade of motor vehicle parts and accessories"
May 2020,4540,36,"Sale, maintenance and repair of motorcycles and related parts and accessories"
May 2020,4611,34,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
May 2020,4612,8,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
May 2020,4613,39,"Agents involved in the sale of timber and building materials"
May 2020,4614,33,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
May 2020,4615,69,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
May 2020,4616,230,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
May 2020,4617,68,"Agents involved in the sale of food, beverages and tobacco"
May 2020,4618,161,"Agents specialised in the sale of other particular products"
May 2020,4619,448,"Agents involved in the sale of a variety of goods"
May 2020,4621,7,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
May 2020,4622,26,"Wholesale of flowers and plants"
May 2020,4623,4,"Wholesale of live animals"
May 2020,4631,86,"Wholesale of fruit and vegetables"
May 2020,4632,35,"Wholesale of meat and meat products"
May 2020,4633,20,"Wholesale of dairy products, eggs and edible oils and fats"
May 2020,4634,127,"Wholesale of beverages"
May 2020,4635,3,"Wholesale of tobacco products"
May 2020,4636,25,"Wholesale of sugar and chocolate and sugar confectionery"
May 2020,4637,45,"Wholesale of coffee, tea, cocoa and spices"
May 2020,4638,42,"Wholesale of other food, including fish, crustaceans and molluscs"
May 2020,4639,66,"Non-specialised wholesale of food, beverages and tobacco"
May 2020,4641,85,"Wholesale of textiles"
May 2020,4642,325,"Wholesale of clothing and footwear"
May 2020,4643,30,"Wholesale of electrical household appliances"
May 2020,4644,7,"Wholesale of china and glassware and cleaning materials"
May 2020,4645,160,"Wholesale of perfume and cosmetics"
May 2020,4646,83,"Wholesale of pharmaceutical goods"
May 2020,4647,32,"Wholesale of furniture, carpets and lighting equipment"
May 2020,4648,30,"Wholesale of watches and jewellery"
May 2020,4649,89,"Wholesale of other household goods"
May 2020,4651,80,"Wholesale of computers, computer peripheral equipment and software"
May 2020,4652,61,"Wholesale of electronic and telecommunications equipment and parts"
May 2020,4661,14,"Wholesale of agricultural machinery, equipment and supplies"
May 2020,4662,7,"Wholesale of machine tools"
May 2020,4663,7,"Wholesale of mining, construction and civil engineering machinery"
May 2020,4664,4,"Wholesale of machinery for the textile industry and of sewing and knitting machines"
May 2020,4665,9,"Wholesale of office furniture"
May 2020,4666,5,"Wholesale of other office machinery and equipment"
May 2020,4669,38,"Wholesale of other machinery and equipment"
May 2020,4671,11,"Wholesale of solid, liquid and gaseous fuels and related products"
May 2020,4672,13,"Wholesale of metals and metal ores"
May 2020,4673,37,"Wholesale of wood, construction materials and sanitary equipment"
May 2020,4674,29,"Wholesale of hardware, plumbing and heating equipment and supplies"
May 2020,4675,32,"Wholesale of chemical products"
May 2020,4676,54,"Wholesale of other intermediate products"
May 2020,4677,17,"Wholesale of waste and scrap"
May 2020,4690,700,"Non-specialised wholesale trade"
May 2020,4711,359,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
May 2020,4719,602,"Other retail sale in non-specialised stores"
May 2020,4721,54,"Retail sale of fruit and vegetables in specialised stores"
May 2020,4722,33,"Retail sale of meat and meat products in specialised stores"
May 2020,4723,12,"Retail sale of fish, crustaceans and molluscs in specialised stores"
May 2020,4724,102,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
May 2020,4725,45,"Retail sale of beverages in specialised stores"
May 2020,4726,16,"Retail sale of tobacco products in specialised stores"
May 2020,4729,165,"Other retail sale of food in specialised stores"
May 2020,4730,14,"Retail sale of automotive fuel in specialised stores"
May 2020,4741,73,"Retail sale of computers, peripheral units and software in specialised stores"
May 2020,4742,113,"Retail sale of telecommunications equipment in specialised stores"
May 2020,4743,13,"Retail sale of audio and video equipment in specialised stores"
May 2020,4751,52,"Retail sale of textiles in specialised stores"
May 2020,4752,23,"Retail sale of hardware, paints and glass in specialised stores"
May 2020,4753,29,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
May 2020,4754,42,"Retail sale of electrical household appliances in specialised stores"
May 2020,4759,142,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
May 2020,4761,25,"Retail sale of books in specialised stores"
May 2020,4762,16,"Retail sale of newspapers and stationery in specialised stores"
May 2020,4763,21,"Retail sale of music and video recordings in specialised stores"
May 2020,4764,177,"Retail sale of sporting equipment in specialised stores"
May 2020,4765,70,"Retail sale of games and toys in specialised stores"
May 2020,4771,597,"Retail sale of clothing in specialised stores"
May 2020,4772,24,"Retail sale of footwear and leather goods in specialised stores"
May 2020,4773,24,"Dispensing chemist in specialised stores"
May 2020,4774,74,"Retail sale of medical and orthopaedic goods in specialised stores"
May 2020,4775,193,"Retail sale of cosmetic and toilet articles in specialised stores"
May 2020,4776,100,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
May 2020,4777,84,"Retail sale of watches and jewellery in specialised stores"
May 2020,4778,171,"Other retail sale of new goods in specialised stores"
May 2020,4779,41,"Retail sale of second-hand goods in stores"
May 2020,4781,46,"Retail sale via stalls and markets of food, beverages and tobacco products"
May 2020,4782,78,"Retail sale via stalls and markets of textiles, clothing and footwear"
May 2020,4789,64,"Retail sale via stalls and markets of other goods"
May 2020,4791,3368,"Retail sale via mail order houses or via Internet"
May 2020,4799,715,"Other retail sale not in stores, stalls or markets"
Jun 2020,4511,920,"Sale of cars and light motor vehicles"
Jun 2020,4519,103,"Sale of other motor vehicles"
Jun 2020,4520,631,"Maintenance and repair of motor vehicles"
Jun 2020,4531,69,"Wholesale trade of motor vehicle parts and accessories"
Jun 2020,4532,153,"Retail trade of motor vehicle parts and accessories"
Jun 2020,4540,47,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Jun 2020,4611,50,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Jun 2020,4612,21,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Jun 2020,4613,49,"Agents involved in the sale of timber and building materials"
Jun 2020,4614,36,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Jun 2020,4615,92,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Jun 2020,4616,273,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Jun 2020,4617,115,"Agents involved in the sale of food, beverages and tobacco"
Jun 2020,4618,179,"Agents specialised in the sale of other particular products"
Jun 2020,4619,529,"Agents involved in the sale of a variety of goods"
Jun 2020,4621,19,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Jun 2020,4622,32,"Wholesale of flowers and plants"
Jun 2020,4623,7,"Wholesale of live animals"
Jun 2020,4624,2,"Wholesale of hides, skins and leather"
Jun 2020,4631,112,"Wholesale of fruit and vegetables"
Jun 2020,4632,37,"Wholesale of meat and meat products"
Jun 2020,4633,18,"Wholesale of dairy products, eggs and edible oils and fats"
Jun 2020,4634,214,"Wholesale of beverages"
Jun 2020,4635,11,"Wholesale of tobacco products"
Jun 2020,4636,26,"Wholesale of sugar and chocolate and sugar confectionery"
Jun 2020,4637,75,"Wholesale of coffee, tea, cocoa and spices"
Jun 2020,4638,52,"Wholesale of other food, including fish, crustaceans and molluscs"
Jun 2020,4639,80,"Non-specialised wholesale of food, beverages and tobacco"
Jun 2020,4641,82,"Wholesale of textiles"
Jun 2020,4642,389,"Wholesale of clothing and footwear"
Jun 2020,4643,40,"Wholesale of electrical household appliances"
Jun 2020,4644,19,"Wholesale of china and glassware and cleaning materials"
Jun 2020,4645,188,"Wholesale of perfume and cosmetics"
Jun 2020,4646,79,"Wholesale of pharmaceutical goods"
Jun 2020,4647,51,"Wholesale of furniture, carpets and lighting equipment"
Jun 2020,4648,51,"Wholesale of watches and jewellery"
Jun 2020,4649,111,"Wholesale of other household goods"
Jun 2020,4651,61,"Wholesale of computers, computer peripheral equipment and software"
Jun 2020,4652,79,"Wholesale of electronic and telecommunications equipment and parts"
Jun 2020,4661,17,"Wholesale of agricultural machinery, equipment and supplies"
Jun 2020,4662,9,"Wholesale of machine tools"
Jun 2020,4663,4,"Wholesale of mining, construction and civil engineering machinery"
Jun 2020,4664,3,"Wholesale of machinery for the textile industry and of sewing and knitting machines"
Jun 2020,4665,14,"Wholesale of office furniture"
Jun 2020,4666,10,"Wholesale of other office machinery and equipment"
Jun 2020,4669,56,"Wholesale of other machinery and equipment"
Jun 2020,4671,25,"Wholesale of solid, liquid and gaseous fuels and related products"
Jun 2020,4672,17,"Wholesale of metals and metal ores"
Jun 2020,4673,33,"Wholesale of wood, construction materials and sanitary equipment"
Jun 2020,4674,37,"Wholesale of hardware, plumbing and heating equipment and supplies"
Jun 2020,4675,27,"Wholesale of chemical products"
Jun 2020,4676,34,"Wholesale of other intermediate products"
Jun 2020,4677,21,"Wholesale of waste and scrap"
Jun 2020,4690,860,"Non-specialised wholesale trade"
Jun 2020,4711,486,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Jun 2020,4719,868,"Other retail sale in non-specialised stores"
Jun 2020,4721,78,"Retail sale of fruit and vegetables in specialised stores"
Jun 2020,4722,52,"Retail sale of meat and meat products in specialised stores"
Jun 2020,4723,26,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Jun 2020,4724,124,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Jun 2020,4725,64,"Retail sale of beverages in specialised stores"
Jun 2020,4726,21,"Retail sale of tobacco products in specialised stores"
Jun 2020,4729,200,"Other retail sale of food in specialised stores"
Jun 2020,4730,10,"Retail sale of automotive fuel in specialised stores"
Jun 2020,4741,85,"Retail sale of computers, peripheral units and software in specialised stores"
Jun 2020,4742,155,"Retail sale of telecommunications equipment in specialised stores"
Jun 2020,4743,6,"Retail sale of audio and video equipment in specialised stores"
Jun 2020,4751,65,"Retail sale of textiles in specialised stores"
Jun 2020,4752,25,"Retail sale of hardware, paints and glass in specialised stores"
Jun 2020,4753,56,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Jun 2020,4754,46,"Retail sale of electrical household appliances in specialised stores"
Jun 2020,4759,177,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Jun 2020,4761,35,"Retail sale of books in specialised stores"
Jun 2020,4762,18,"Retail sale of newspapers and stationery in specialised stores"
Jun 2020,4763,39,"Retail sale of music and video recordings in specialised stores"
Jun 2020,4764,291,"Retail sale of sporting equipment in specialised stores"
Jun 2020,4765,71,"Retail sale of games and toys in specialised stores"
Jun 2020,4771,739,"Retail sale of clothing in specialised stores"
Jun 2020,4772,58,"Retail sale of footwear and leather goods in specialised stores"
Jun 2020,4773,27,"Dispensing chemist in specialised stores"
Jun 2020,4774,69,"Retail sale of medical and orthopaedic goods in specialised stores"
Jun 2020,4775,263,"Retail sale of cosmetic and toilet articles in specialised stores"
Jun 2020,4776,156,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Jun 2020,4777,114,"Retail sale of watches and jewellery in specialised stores"
Jun 2020,4778,212,"Other retail sale of new goods in specialised stores"
Jun 2020,4779,46,"Retail sale of second-hand goods in stores"
Jun 2020,4781,50,"Retail sale via stalls and markets of food, beverages and tobacco products"
Jun 2020,4782,136,"Retail sale via stalls and markets of textiles, clothing and footwear"
Jun 2020,4789,82,"Retail sale via stalls and markets of other goods"
Jun 2020,4791,3844,"Retail sale via mail order houses or via Internet"
Jun 2020,4799,950,"Other retail sale not in stores, stalls or markets"
Jul 2020,4511,961,"Sale of cars and light motor vehicles"
Jul 2020,4519,110,"Sale of other motor vehicles"
Jul 2020,4520,613,"Maintenance and repair of motor vehicles"
Jul 2020,4531,70,"Wholesale trade of motor vehicle parts and accessories"
Jul 2020,4532,162,"Retail trade of motor vehicle parts and accessories"
Jul 2020,4540,49,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Jul 2020,4611,42,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Jul 2020,4612,34,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Jul 2020,4613,54,"Agents involved in the sale of timber and building materials"
Jul 2020,4614,44,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Jul 2020,4615,89,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Jul 2020,4616,303,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Jul 2020,4617,101,"Agents involved in the sale of food, beverages and tobacco"
Jul 2020,4618,183,"Agents specialised in the sale of other particular products"
Jul 2020,4619,424,"Agents involved in the sale of a variety of goods"
Jul 2020,4621,15,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Jul 2020,4622,23,"Wholesale of flowers and plants"
Jul 2020,4623,6,"Wholesale of live animals"
Jul 2020,4624,5,"Wholesale of hides, skins and leather"
Jul 2020,4631,107,"Wholesale of fruit and vegetables"
Jul 2020,4632,47,"Wholesale of meat and meat products"
Jul 2020,4633,13,"Wholesale of dairy products, eggs and edible oils and fats"
Jul 2020,4634,189,"Wholesale of beverages"
Jul 2020,4635,8,"Wholesale of tobacco products"
Jul 2020,4636,25,"Wholesale of sugar and chocolate and sugar confectionery"
Jul 2020,4637,63,"Wholesale of coffee, tea, cocoa and spices"
Jul 2020,4638,51,"Wholesale of other food, including fish, crustaceans and molluscs"
Jul 2020,4639,83,"Non-specialised wholesale of food, beverages and tobacco"
Jul 2020,4641,87,"Wholesale of textiles"
Jul 2020,4642,389,"Wholesale of clothing and footwear"
Jul 2020,4643,31,"Wholesale of electrical household appliances"
Jul 2020,4644,7,"Wholesale of china and glassware and cleaning materials"
Jul 2020,4645,180,"Wholesale of perfume and cosmetics"
Jul 2020,4646,68,"Wholesale of pharmaceutical goods"
Jul 2020,4647,44,"Wholesale of furniture, carpets and lighting equipment"
Jul 2020,4648,44,"Wholesale of watches and jewellery"
Jul 2020,4649,102,"Wholesale of other household goods"
Jul 2020,4651,87,"Wholesale of computers, computer peripheral equipment and software"
Jul 2020,4652,80,"Wholesale of electronic and telecommunications equipment and parts"
Jul 2020,4661,14,"Wholesale of agricultural machinery, equipment and supplies"
Jul 2020,4662,13,"Wholesale of machine tools"
Jul 2020,4663,2,"Wholesale of mining, construction and civil engineering machinery"
Jul 2020,4664,3,"Wholesale of machinery for the textile industry and of sewing and knitting machines"
Jul 2020,4665,10,"Wholesale of office furniture"
Jul 2020,4666,5,"Wholesale of other office machinery and equipment"
Jul 2020,4669,41,"Wholesale of other machinery and equipment"
Jul 2020,4671,19,"Wholesale of solid, liquid and gaseous fuels and related products"
Jul 2020,4672,17,"Wholesale of metals and metal ores"
Jul 2020,4673,30,"Wholesale of wood, construction materials and sanitary equipment"
Jul 2020,4674,41,"Wholesale of hardware, plumbing and heating equipment and supplies"
Jul 2020,4675,18,"Wholesale of chemical products"
Jul 2020,4676,44,"Wholesale of other intermediate products"
Jul 2020,4677,34,"Wholesale of waste and scrap"
Jul 2020,4690,833,"Non-specialised wholesale trade"
Jul 2020,4711,529,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Jul 2020,4719,847,"Other retail sale in non-specialised stores"
Jul 2020,4721,66,"Retail sale of fruit and vegetables in specialised stores"
Jul 2020,4722,53,"Retail sale of meat and meat products in specialised stores"
Jul 2020,4723,17,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Jul 2020,4724,151,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Jul 2020,4725,75,"Retail sale of beverages in specialised stores"
Jul 2020,4726,25,"Retail sale of tobacco products in specialised stores"
Jul 2020,4729,220,"Other retail sale of food in specialised stores"
Jul 2020,4730,24,"Retail sale of automotive fuel in specialised stores"
Jul 2020,4741,91,"Retail sale of computers, peripheral units and software in specialised stores"
Jul 2020,4742,156,"Retail sale of telecommunications equipment in specialised stores"
Jul 2020,4743,15,"Retail sale of audio and video equipment in specialised stores"
Jul 2020,4751,65,"Retail sale of textiles in specialised stores"
Jul 2020,4752,33,"Retail sale of hardware, paints and glass in specialised stores"
Jul 2020,4753,67,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Jul 2020,4754,39,"Retail sale of electrical household appliances in specialised stores"
Jul 2020,4759,159,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Jul 2020,4761,35,"Retail sale of books in specialised stores"
Jul 2020,4762,23,"Retail sale of newspapers and stationery in specialised stores"
Jul 2020,4763,27,"Retail sale of music and video recordings in specialised stores"
Jul 2020,4764,256,"Retail sale of sporting equipment in specialised stores"
Jul 2020,4765,65,"Retail sale of games and toys in specialised stores"
Jul 2020,4771,749,"Retail sale of clothing in specialised stores"
Jul 2020,4772,33,"Retail sale of footwear and leather goods in specialised stores"
Jul 2020,4773,35,"Dispensing chemist in specialised stores"
Jul 2020,4774,64,"Retail sale of medical and orthopaedic goods in specialised stores"
Jul 2020,4775,204,"Retail sale of cosmetic and toilet articles in specialised stores"
Jul 2020,4776,152,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
Jul 2020,4777,136,"Retail sale of watches and jewellery in specialised stores"
Jul 2020,4778,249,"Other retail sale of new goods in specialised stores"
Jul 2020,4779,58,"Retail sale of second-hand goods in stores"
Jul 2020,4781,52,"Retail sale via stalls and markets of food, beverages and tobacco products"
Jul 2020,4782,122,"Retail sale via stalls and markets of textiles, clothing and footwear"
Jul 2020,4789,91,"Retail sale via stalls and markets of other goods"
Jul 2020,4791,3889,"Retail sale via mail order houses or via Internet"
Jul 2020,4799,1016,"Other retail sale not in stores, stalls or markets"
Aug 2020,4511,710,"Sale of cars and light motor vehicles"
Aug 2020,4519,95,"Sale of other motor vehicles"
Aug 2020,4520,488,"Maintenance and repair of motor vehicles"
Aug 2020,4531,76,"Wholesale trade of motor vehicle parts and accessories"
Aug 2020,4532,122,"Retail trade of motor vehicle parts and accessories"
Aug 2020,4540,40,"Sale, maintenance and repair of motorcycles and related parts and accessories"
Aug 2020,4611,37,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
Aug 2020,4612,19,"Agents involved in the sale of fuels, ores, metals and industrial chemicals"
Aug 2020,4613,31,"Agents involved in the sale of timber and building materials"
Aug 2020,4614,42,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
Aug 2020,4615,94,"Agents involved in the sale of furniture, household goods, hardware and ironmongery"
Aug 2020,4616,250,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
Aug 2020,4617,65,"Agents involved in the sale of food, beverages and tobacco"
Aug 2020,4618,138,"Agents specialised in the sale of other particular products"
Aug 2020,4619,374,"Agents involved in the sale of a variety of goods"
Aug 2020,4621,7,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
Aug 2020,4622,24,"Wholesale of flowers and plants"
Aug 2020,4623,8,"Wholesale of live animals"
Aug 2020,4624,7,"Wholesale of hides, skins and leather"
Aug 2020,4631,76,"Wholesale of fruit and vegetables"
Aug 2020,4632,33,"Wholesale of meat and meat products"
Aug 2020,4633,26,"Wholesale of dairy products, eggs and edible oils and fats"
Aug 2020,4634,187,"Wholesale of beverages"
Aug 2020,4635,6,"Wholesale of tobacco products"
Aug 2020,4636,15,"Wholesale of sugar and chocolate and sugar confectionery"
Aug 2020,4637,57,"Wholesale of coffee, tea, cocoa and spices"
Aug 2020,4638,37,"Wholesale of other food, including fish, crustaceans and molluscs"
Aug 2020,4639,64,"Non-specialised wholesale of food, beverages and tobacco"
Aug 2020,4641,61,"Wholesale of textiles"
Aug 2020,4642,294,"Wholesale of clothing and footwear"
Aug 2020,4643,37,"Wholesale of electrical household appliances"
Aug 2020,4644,8,"Wholesale of china and glassware and cleaning materials"
Aug 2020,4645,151,"Wholesale of perfume and cosmetics"
Aug 2020,4646,41,"Wholesale of pharmaceutical goods"
Aug 2020,4647,42,"Wholesale of furniture, carpets and lighting equipment"
Aug 2020,4648,47,"Wholesale of watches and jewellery"
Aug 2020,4649,86,"Wholesale of other household goods"
Aug 2020,4651,97,"Wholesale of computers, computer peripheral equipment and software"
Aug 2020,4652,73,"Wholesale of electronic and telecommunications equipment and parts"
Aug 2020,4661,15,"Wholesale of agricultural machinery, equipment and supplies"
Aug 2020,4662,8,"Wholesale of machine tools"
Aug 2020,4663,6,"Wholesale of mining, construction and civil engineering machinery"
Aug 2020,4665,8,"Wholesale of office furniture"
Aug 2020,4666,3,"Wholesale of other office machinery and equipment"
Aug 2020,4669,32,"Wholesale of other machinery and equipment"
Aug 2020,4671,18,"Wholesale of solid, liquid and gaseous fuels and related products"
Aug 2020,4672,18,"Wholesale of metals and metal ores"
Aug 2020,4673,26,"Wholesale of wood, construction materials and sanitary equipment"
Aug 2020,4674,45,"Wholesale of hardware, plumbing and heating equipment and supplies"
Aug 2020,4675,18,"Wholesale of chemical products"
Aug 2020,4676,31,"Wholesale of other intermediate products"
Aug 2020,4677,23,"Wholesale of waste and scrap"
Aug 2020,4690,709,"Non-specialised wholesale trade"
Aug 2020,4711,398,"Retail sale in non-specialised stores with food, beverages or tobacco predominating"
Aug 2020,4719,667,"Other retail sale in non-specialised stores"
Aug 2020,4721,45,"Retail sale of fruit and vegetables in specialised stores"
Aug 2020,4722,36,"Retail sale of meat and meat products in specialised stores"
Aug 2020,4723,9,"Retail sale of fish, crustaceans and molluscs in specialised stores"
Aug 2020,4724,107,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
Aug 2020,4725,44,"Retail sale of beverages in specialised stores"
Aug 2020,4726,29,"Retail sale of tobacco products in specialised stores"
Aug 2020,4729,189,"Other retail sale of food in specialised stores"
Aug 2020,4730,15,"Retail sale of automotive fuel in specialised stores"
Aug 2020,4741,82,"Retail sale of computers, peripheral units and software in specialised stores"
Aug 2020,4742,125,"Retail sale of telecommunications equipment in specialised stores"
Aug 2020,4743,17,"Retail sale of audio and video equipment in specialised stores"
Aug 2020,4751,56,"Retail sale of textiles in specialised stores"
Aug 2020,4752,34,"Retail sale of hardware, paints and glass in specialised stores"
Aug 2020,4753,49,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
Aug 2020,4754,31,"Retail sale of electrical household appliances in specialised stores"
Aug 2020,4759,177,"Retail sale of furniture, lighting equipment and other household articles in specialised stores"
Aug 2020,4761,43,"Retail sale of books in specialised stores"
Aug 2020,4762,27,"Retail sale of newspapers and stationery in specialised stores"
Aug 2020,4763,19,"Retail sale of music and video recordings in specialised stores"
Aug 2020,4764,199,"Retail sale of sporting equipment in specialised stores"
Aug 2020,4765,68,"Retail sale of games and toys in specialised stores"
Aug 2020,4771,605,"Retail sale of clothing in specialised stores"
Aug 2020,4772,30,"Retail sale of footwear and leather goods in specialised stores"
Aug 2020,4773,23,"Dispensing chemist in specialised stores"
Aug 2020,4774,37,"Retail sale of medical and orthopaedic goods in specialised stores"
