"date","n"
2021-07-05,3285
2021-07-06,2458
2021-07-07,2322
2021-07-08,2530
2021-07-09,2826
2021-07-10,63
2021-07-11,0
2021-07-12,2271
2021-07-13,2520
2021-07-14,2173
2021-07-15,2806
2021-07-16,2217
2021-07-17,193
2021-07-18,219
2021-07-19,2964
2021-07-20,2466
2021-07-21,2043
2021-07-22,2703
2021-07-23,2651
2021-07-24,261
2021-07-25,254
2021-07-26,2482
2021-07-27,2568
2021-07-28,2531
2021-07-29,2562
2021-07-30,2484
2021-07-31,268
2021-08-01,321
2021-08-02,2588
2021-08-03,1581
2021-08-04,2925
2021-08-05,2670
2021-08-06,2804
2021-08-07,280
2021-08-08,302
2021-08-09,3053
2021-08-10,2073
2021-08-11,2386
2021-08-12,2735
2021-08-13,2401
2021-08-14,201
2021-08-15,247
2021-08-16,2726
2021-08-17,2548
2021-08-18,2420
2021-08-19,2133
2021-08-20,2045
2021-08-21,0
2021-08-22,0
2021-08-23,3396
2021-08-24,3092
2021-08-25,2817
2021-08-26,2354
2021-08-27,2201
2021-08-28,206
2021-08-29,219
2021-08-30,1689
2021-08-31,2815
2021-09-01,2960
2021-09-02,2257
2021-09-03,2324
2021-09-04,243
2021-09-05,302
2021-09-06,2937
2021-09-07,2639
2021-09-08,2854
2021-09-09,2222
2021-09-10,2916
2021-09-11,290
2021-09-12,273
2021-09-13,2738
2021-09-14,3376
2021-09-15,2843
2021-09-16,2855
2021-09-17,2468
2021-09-18,246
2021-09-19,300
2021-09-20,2576
2021-09-21,3062
2021-09-22,2590
2021-09-23,2613
2021-09-24,2664
2021-09-25,254
2021-09-26,288
2021-09-27,2788
2021-09-28,3157
2021-09-29,2817
2021-09-30,3357
2021-10-01,2537
2021-10-02,243
2021-10-03,289
2021-10-04,3092
2021-10-05,2865
2021-10-06,2795
2021-10-07,2191
2021-10-08,2237
2021-10-09,258
2021-10-10,259
2021-10-11,2333
2021-10-12,2994
2021-10-13,2668
2021-10-14,3279
2021-10-15,2554
2021-10-16,244
2021-10-17,272
2021-10-18,2945
2021-10-19,3453
2021-10-20,3367
2021-10-21,3583
2021-10-22,2910
2021-10-23,277
2021-10-24,265
2021-10-25,3458
2021-10-26,2528
2021-10-27,2619
2021-10-28,2596
2021-10-29,2719
2021-10-30,247
2021-10-31,324
2021-11-01,3634
2021-11-02,3209
2021-11-03,2822
2021-11-04,1736
2021-11-05,2896
2021-11-06,255
2021-11-07,215
2021-11-08,3224
2021-11-09,3365
2021-11-10,3026
2021-11-11,2641
2021-11-12,2752
2021-11-13,0
2021-11-14,558
2021-11-15,3127
2021-11-16,2633
2021-11-17,3102
2021-11-18,3281
2021-11-19,2494
2021-11-20,245
2021-11-21,313
2021-11-22,3103
2021-11-23,2672
2021-11-24,2652
2021-11-25,2287
2021-11-26,2738
2021-11-27,267
2021-11-28,274
2021-11-29,3187
2021-11-30,2647
2021-12-01,2360
2021-12-02,2104
2021-12-03,3366
2021-12-04,323
2021-12-05,267
2021-12-06,3074
2021-12-07,2661
2021-12-08,2779
2021-12-09,2282
2021-12-10,2687
2021-12-11,268
2021-12-12,268
2021-12-13,3112
2021-12-14,3003
2021-12-15,2451
2021-12-16,1826
2021-12-17,2224
2021-12-18,245
2021-12-19,244
2021-12-20,2447
2021-12-21,2510
2021-12-22,2641
2021-12-23,1976
2021-12-24,1222
2021-12-25,118
2021-12-26,152
2021-12-27,358
2021-12-28,461
2021-12-29,2504
2021-12-30,1773
2021-12-31,1259
2022-01-01,341
2022-01-02,310
2022-01-03,606
2022-01-04,3062
2022-01-05,3181
2022-01-06,2200
2022-01-07,2432
2022-01-08,392
2022-01-09,444
2022-01-10,3555
2022-01-11,3324
2022-01-12,3003
2022-01-13,2752
2022-01-14,2701
2022-01-15,412
2022-01-16,344
2022-01-17,3370
2022-01-18,3125
2022-01-19,2998
2022-01-20,3042
2022-01-21,2515
2022-01-22,491
2022-01-23,536
2022-01-24,3247
2022-01-25,2958
2022-01-26,3378
2022-01-27,2391
2022-01-28,2921
2022-01-29,474
2022-01-30,504
2022-01-31,3254
2022-02-01,3058
2022-02-02,3390
2022-02-03,3321
2022-02-04,2951
2022-02-05,492
2022-02-06,463
2022-02-07,2942
2022-02-08,3546
2022-02-09,3182
2022-02-10,3209
2022-02-11,3213
2022-02-12,452
2022-02-13,498
2022-02-14,3500
2022-02-15,2847
2022-02-16,3484
2022-02-17,2709
2022-02-18,2995
2022-02-19,431
2022-02-20,519
2022-02-21,3370
2022-02-22,3323
2022-02-23,2961
2022-02-24,3179
2022-02-25,2800
2022-02-26,302
2022-02-27,336
2022-02-28,2551
2022-03-01,3204
2022-03-02,2909
2022-03-03,2627
2022-03-04,3411
2022-03-05,1883
2022-03-06,385
2022-03-07,2837
2022-03-08,2984
2022-03-09,3022
2022-03-10,3154
2022-03-11,2798
2022-03-12,485
2022-03-13,502
2022-03-14,2587
2022-03-15,3635
2022-03-16,3746
2022-03-17,3316
2022-03-18,2841
2022-03-19,1966
2022-03-20,463
2022-03-21,3086
2022-03-22,3233
2022-03-23,3099
2022-03-24,2485
2022-03-25,2714
2022-03-26,351
2022-03-27,404
2022-03-28,3239
2022-03-29,3621
2022-03-30,3345
2022-03-31,3435
